timestamp,open,high,low,close,volume
2025-05-15 20:00:00,587.096,587.096,586.817,586.827,874239
2025-05-16 04:00:00,586.857,588.597,586.857,588.259,59203
2025-05-16 05:00:00,588.279,588.418,587.901,587.941,30252
2025-05-16 06:00:00,587.911,588.587,587.752,588.259,44300
2025-05-16 07:00:00,588.279,588.985,588.08,588.836,199703
2025-05-16 08:00:00,587.898,589.194,586.062,587.891,505422
2025-05-16 09:00:00,587.891,588.488,586.648,587.99,6318924
2025-05-16 10:00:00,587.941,588.259,585.922,587.096,10541052
2025-05-16 11:00:00,587.096,588.249,587.021,587.677,9017869
2025-05-16 12:00:00,587.672,589.134,587.553,588.856,7114018
2025-05-16 13:00:00,588.875,590.098,588.721,589.442,6149412
2025-05-16 14:00:00,589.442,590.645,589.283,590.188,6355869
2025-05-16 15:00:00,590.183,591.113,589.81,590.904,14706137
2025-05-16 16:00:00,590.904,591.041,586.927,588.269,15717743
2025-05-16 17:00:00,588.289,617.263,550.893,587.344,1028663
2025-05-16 18:00:00,587.354,591.033,585.047,585.515,2497701
2025-05-16 19:00:00,585.515,586.141,584.848,584.898,180067
2025-05-16 20:00:00,590.814,590.814,590.814,590.814,1471221
2025-05-19 04:00:00,584.172,586.519,582.84,583.337,194138
2025-05-19 05:00:00,583.387,584.322,582.959,584.033,216242
2025-05-19 06:00:00,584.003,584.858,583.168,584.49,121430
2025-05-19 07:00:00,584.55,585.356,584.153,585.177,426664
2025-05-19 08:00:00,584.169,590.814,582.901,585.326,623047
2025-05-19 09:00:00,585.336,588.04,583.755,587.871,8968408
2025-05-19 10:00:00,587.871,589.919,587.682,588.642,10964896
2025-05-19 11:00:00,588.647,590.387,585.157,589.721,5334899
2025-05-19 12:00:00,589.726,591.371,585.594,591.152,7534839
2025-05-19 13:00:00,591.152,592.147,585.197,590.973,7413471
2025-05-19 14:00:00,590.973,591.162,589.954,591.003,5927912
2025-05-19 15:00:00,591.013,591.858,589.78,591.55,14476111
2025-05-19 16:00:00,591.55,591.671,566.376,591.446,6738003
2025-05-19 17:00:00,591.411,591.57,551.042,591.381,287684
2025-05-19 18:00:00,591.331,591.57,591.053,591.376,671762
2025-05-19 19:00:00,591.421,592.674,591.282,592.147,120851
2025-05-19 20:00:00,591.461,591.461,591.461,591.461,602575
2025-05-20 04:00:00,589.641,590.496,589.462,589.77,38146
2025-05-20 05:00:00,589.8,590.198,589.492,589.611,32776
2025-05-20 06:00:00,589.671,590.665,589.432,590.596,58138
2025-05-20 07:00:00,590.625,591.013,590.546,590.586,146050
2025-05-20 08:00:00,590.566,591.461,584.918,590.128,281044
2025-05-20 09:00:00,590.128,590.645,584.824,589.462,5657709
2025-05-20 10:00:00,589.472,590.665,588.98,589.591,6469013
2025-05-20 11:00:00,589.591,590.258,589.094,589.83,4597894
2025-05-20 12:00:00,589.81,590.188,588.861,589.999,4926529
2025-05-20 13:00:00,589.994,590.417,588.96,589.616,5341887
2025-05-20 14:00:00,589.606,589.79,587.225,587.513,9340772
2025-05-20 15:00:00,587.513,589.586,586.24,589.452,16687317
2025-05-20 16:00:00,589.432,591.646,588.657,588.975,7405851
2025-05-20 17:00:00,588.955,589.472,551.514,588.885,577557
2025-05-20 18:00:00,588.865,589.472,587.135,588.358,1035695
2025-05-20 19:00:00,588.319,588.975,588.309,588.975,53350
2025-05-20 20:00:00,589.472,589.472,589.472,589.472,678378
2025-05-21 04:00:00,586.887,587.513,585.733,586.37,79504
2025-05-21 05:00:00,586.409,586.678,584.998,585.177,55307
2025-05-21 06:00:00,585.187,585.684,584.252,585.684,185040
2025-05-21 07:00:00,585.684,587.076,585.634,586.758,200782
2025-05-21 08:00:00,586.884,589.472,584.281,585.982,456690
2025-05-21 09:00:00,585.952,590.069,584.57,586.479,7451874
2025-05-21 10:00:00,586.479,588.06,585.515,587.284,9321571
2025-05-21 11:00:00,587.294,588.865,587.006,588.368,7794430
2025-05-21 12:00:00,588.358,589.203,588.05,588.239,5756392
2025-05-21 13:00:00,588.249,588.418,580.464,582.827,21223969
2025-05-21 14:00:00,582.82,583.049,580.454,580.692,9596246
2025-05-21 15:00:00,580.702,581.289,578.505,579.638,23653302
2025-05-21 16:00:00,579.658,589.38,551.846,579.569,11096081
2025-05-21 17:00:00,579.569,585.564,547.644,579.579,1486325
2025-05-21 18:00:00,579.579,580.274,531.077,579.569,1443753
2025-05-21 19:00:00,579.599,580.275,579.345,579.758,63182
2025-05-21 20:00:00,579.539,579.539,579.539,579.539,1280122
2025-05-22 04:00:00,580.384,581.11,580.304,580.702,75152
2025-05-22 05:00:00,580.672,580.951,580.135,580.553,52638
2025-05-22 06:00:00,580.563,580.841,579.976,580.245,62757
2025-05-22 07:00:00,580.295,581.309,577.66,577.699,404993
2025-05-22 08:00:00,577.699,588.553,576.695,579.788,1139342
2025-05-22 09:00:00,579.778,588.423,578.092,580.851,8190236
2025-05-22 10:00:00,580.861,581.836,578.197,579.579,10262193
2025-05-22 11:00:00,579.599,581.04,579.032,580.921,7580762
2025-05-22 12:00:00,580.921,582.273,579.698,579.797,6258981
2025-05-22 13:00:00,579.807,582.492,579.31,582.054,6783293
2025-05-22 14:00:00,582.045,582.76,581.557,582.502,7527860
2025-05-22 15:00:00,582.507,583.278,579.26,579.708,18299985
2025-05-22 16:00:00,579.698,581.716,552,580.603,5458794
2025-05-22 17:00:00,580.611,580.782,546.524,580.771,188592
2025-05-22 18:00:00,580.772,581.02,578.982,579.156,884880
2025-05-22 19:00:00,579.146,579.887,578.903,579.797,61049
2025-05-22 20:00:00,579.768,579.768,579.768,579.768,790339
2025-05-23 04:00:00,580.394,581.329,579.897,580.304,36261
2025-05-23 05:00:00,580.265,580.295,578.584,580.026,37905
2025-05-23 06:00:00,580.036,580.165,579.111,579.847,34437
2025-05-23 07:00:00,579.837,580.076,570.739,571.843,2211528
2025-05-23 08:00:00,580.775,581.26,569.974,571.764,2522357
2025-05-23 09:00:00,571.773,579.624,570.6,573.484,12765714
2025-05-23 10:00:00,573.553,575.651,573.404,573.832,10710796
2025-05-23 11:00:00,573.842,576.427,573.523,574.736,7590506
2025-05-23 12:00:00,574.746,576.317,574.229,575.701,6045751
2025-05-23 13:00:00,575.701,578.147,575.432,577.51,5935831
2025-05-23 14:00:00,577.51,578.495,576.685,577.421,6838036
2025-05-23 15:00:00,577.421,578.137,575.194,575.86,14969051
2025-05-23 16:00:00,575.87,579.672,535.189,572.116,7868188
2025-05-23 17:00:00,575.621,607.8,536.972,575.562,427975
2025-05-23 18:00:00,575.502,575.81,575.313,575.59,1023809
2025-05-23 19:00:00,575.552,575.81,575.403,575.701,31695
2025-05-23 20:00:00,575.81,575.81,575.81,575.81,1005137
2025-05-27 04:00:00,580.961,584.988,580.961,584.202,146273
2025-05-27 05:00:00,584.222,585.077,584.113,584.669,85347
2025-05-27 06:00:00,584.66,585.028,584.083,584.133,140557
2025-05-27 07:00:00,584.103,584.54,583.546,584.153,422507
2025-05-27 08:00:00,583.914,585.326,572.713,583.307,690095
2025-05-27 09:00:00,583.307,584.133,581.04,582.79,9336310
2025-05-27 10:00:00,582.83,585.236,582.8,584.689,12050458
2025-05-27 11:00:00,584.689,585.763,584.59,585.609,7019643
2025-05-27 12:00:00,585.604,587.304,583.596,586.569,7891640
2025-05-27 13:00:00,586.587,587.712,575.134,587.643,5256685
2025-05-27 14:00:00,587.633,587.941,586.986,587.036,6677173
2025-05-27 15:00:00,587.026,587.712,586.519,587.692,18005343
2025-05-27 16:00:00,587.692,588.398,555.466,588.11,7230327
2025-05-27 17:00:00,588.125,588.378,507.164,588.229,222945
2025-05-27 18:00:00,588.159,588.159,587.652,588,1474914
2025-05-27 19:00:00,588.01,588.269,587.851,587.931,99493
2025-05-27 20:00:00,587.782,587.782,587.782,587.782,1386716
2025-05-28 04:00:00,586.698,587.613,586.439,586.479,53618
2025-05-28 05:00:00,586.479,586.718,586.111,586.718,53581
2025-05-28 06:00:00,586.688,588.557,586.588,588.508,79983
2025-05-28 07:00:00,588.498,588.587,587.712,588.09,130414
2025-05-28 08:00:00,588.378,588.716,581.751,587.99,311208
2025-05-28 09:00:00,588,589.391,587.175,587.422,7785396
2025-05-28 10:00:00,587.434,587.787,585.863,585.982,8374286
2025-05-28 11:00:00,585.977,586.777,585.614,585.704,5977760
2025-05-28 12:00:00,585.704,586.882,585.699,586.569,4732988
2025-05-28 13:00:00,586.569,587.25,586.072,586.342,4839519
2025-05-28 14:00:00,586.34,587.076,584.57,586.4,8053698
2025-05-28 15:00:00,586.39,587.424,583.64,584.361,18268438
2025-05-28 16:00:00,584.351,588.788,551.778,586.768,9571030
2025-05-28 17:00:00,586.728,586.817,554.893,586.27,522780
2025-05-28 18:00:00,586.27,588.746,584.381,588.597,1402198
2025-05-28 19:00:00,588.597,593.728,588.597,593.201,1715287
2025-05-28 20:00:00,593.181,593.181,584.381,584.381,1025500
2025-05-29 04:00:00,593.221,594.901,593.071,593.26,191229
2025-05-29 05:00:00,593.24,593.598,592.564,592.604,83848
2025-05-29 06:00:00,592.614,592.664,590.645,591.133,285777
2025-05-29 07:00:00,591.162,591.252,589.323,589.402,546352
2025-05-29 08:00:00,589.432,594.852,584.381,588.874,1421310
2025-05-29 09:00:00,588.885,589.959,586.564,587.862,8498356
2025-05-29 10:00:00,587.841,588.239,585.147,587.563,9837263
2025-05-29 11:00:00,587.553,587.643,583.198,583.844,8044546
2025-05-29 12:00:00,583.834,586.786,582.731,586.434,7516352
2025-05-29 13:00:00,586.43,587.086,585.057,585.202,5877494
2025-05-29 14:00:00,585.226,586.181,584.262,585.435,6509323
2025-05-29 15:00:00,585.455,587.299,584.948,586.638,15298312
2025-05-29 16:00:00,586.638,586.907,583.324,586.072,6866044
2025-05-29 17:00:00,586.111,623.453,585.515,585.679,514744
2025-05-29 18:00:00,585.654,586.688,584.936,585.405,908290
2025-05-29 19:00:00,585.346,585.783,584.749,584.749,47318
2025-05-29 20:00:00,586.688,586.688,586.688,586.688,788731
2025-05-30 04:00:00,585.584,586.439,585.346,585.694,30575
2025-05-30 05:00:00,585.644,586.409,585.544,585.564,27825
2025-05-30 06:00:00,585.535,586.27,585.276,585.972,23687
2025-05-30 07:00:00,586.091,586.777,585.893,585.982,146785
2025-05-30 08:00:00,585.766,586.847,582.194,584.422,1941336
2025-05-30 09:00:00,584.441,585.753,583.059,583.745,6397456
2025-05-30 10:00:00,583.665,586.559,583.665,585.336,7915773
2025-05-30 11:00:00,585.356,586.012,583.993,584.63,5584827
2025-05-30 12:00:00,584.66,585.296,579.912,581.075,14410162
2025-05-30 13:00:00,581.055,583.347,580.663,582.522,8813253
2025-05-30 14:00:00,582.522,585.514,582.482,585.326,8779149
2025-05-30 15:00:00,585.316,587.762,585.226,586.111,25604583
2025-05-30 16:00:00,586.111,617.263,550.893,585.813,13904695
2025-05-30 17:00:00,585.982,586.131,585.455,586.062,597104
2025-05-30 18:00:00,586.062,586.141,584.759,584.898,1963952
2025-05-30 19:00:00,584.868,585.147,583.894,585.048,64213
2025-05-30 20:00:00,586.032,586.032,586.032,586.032,1838892
2025-06-02 04:00:00,583.635,584.093,581.885,583.437,151045
2025-06-02 05:00:00,583.357,583.506,582.353,582.939,74391
2025-06-02 06:00:00,582.89,583.695,582.79,583.645,73683
2025-06-02 07:00:00,583.675,584.65,583.387,583.834,163050
2025-06-02 08:00:00,582.777,586.032,581.488,584.54,765250
2025-06-02 09:00:00,584.54,586.38,583.297,583.506,7909910
2025-06-02 10:00:00,583.287,586.579,581.726,585.972,11737944
2025-06-02 11:00:00,585.982,586.698,583.556,586.449,6365397
2025-06-02 12:00:00,586.439,586.827,585.624,586.638,3660374
2025-06-02 13:00:00,586.62,587.245,586.141,586.618,3681567
2025-06-02 14:00:00,586.618,588.587,586.181,588.488,7392827
2025-06-02 15:00:00,588.488,589.412,588.279,589.273,13833362
2025-06-02 16:00:00,589.253,590.088,584.351,589.432,7316329
2025-06-02 17:00:00,589.562,589.821,589.333,589.581,94017
2025-06-02 18:00:00,589.581,589.639,588.756,588.826,986418
2025-06-02 19:00:00,588.796,589.313,587.672,588.13,106401
2025-06-02 20:00:00,589.333,589.333,589.333,589.333,874420
2025-06-03 04:00:00,587.086,587.434,585.644,586.688,90455
2025-06-03 05:00:00,586.678,587.155,586.539,586.937,25792
2025-06-03 06:00:00,586.907,587.722,586.638,587.712,85643
2025-06-03 07:00:00,587.732,588.687,587.543,588.508,157623
2025-06-03 08:00:00,588.518,589.333,585.893,588.667,426435
2025-06-03 09:00:00,588.657,589.89,588.448,589.02,5704895
2025-06-03 10:00:00,589.094,591.023,588.478,590.983,8087032
2025-06-03 11:00:00,590.983,592.306,590.973,592.246,7555091
2025-06-03 12:00:00,592.246,593.27,591.848,593.101,6292537
2025-06-03 13:00:00,593.101,593.678,592.664,592.713,6405185
2025-06-03 14:00:00,592.723,593.071,591.411,592.932,8488813
2025-06-03 15:00:00,592.942,593.111,591.838,592.713,14597037
2025-06-03 16:00:00,592.713,592.853,551.514,592.584,7146456
2025-06-03 17:00:00,592.604,592.693,551.24,592.599,54523
2025-06-03 18:00:00,592.594,593.26,592.544,592.982,915234
2025-06-03 19:00:00,592.982,593.201,592.604,592.923,61535
2025-06-03 20:00:00,592.693,592.693,592.693,592.693,829358
2025-06-04 04:00:00,593.568,594.225,592.405,593.449,55678
2025-06-04 05:00:00,593.469,594.056,593.399,593.857,22460
2025-06-04 06:00:00,593.847,594.274,593.509,594.036,47524
2025-06-04 07:00:00,594.056,594.105,593.519,593.907,83233
2025-06-04 08:00:00,593.917,594.264,592.067,592.863,670932
2025-06-04 09:00:00,592.863,594.543,592.693,594.16,6761011
2025-06-04 10:00:00,594.096,594.364,592.097,594.12,10386894
2025-06-04 11:00:00,594.135,594.468,593.012,593.479,6051607
2025-06-04 12:00:00,593.469,593.539,592.396,593.37,5223079
2025-06-04 13:00:00,593.37,594.264,593.35,594.165,4868226
2025-06-04 14:00:00,594.175,594.523,593.439,593.619,5764171
2025-06-04 15:00:00,593.628,594.195,592.495,592.505,13448675
2025-06-04 16:00:00,592.505,593.824,551.846,592.336,6066183
2025-06-04 17:00:00,592.336,592.534,572.843,592.316,85282
2025-06-04 18:00:00,592.216,592.758,592.027,592.296,1271152
2025-06-04 19:00:00,592.307,592.465,591.978,592.058,66057
2025-06-04 20:00:00,592.534,592.534,592.534,592.534,1185366
2025-06-05 04:00:00,593.101,594.374,593.101,593.429,63773
2025-06-05 05:00:00,593.429,593.489,592.932,593.141,29785
2025-06-05 06:00:00,593.161,593.668,592.654,593.042,35938
2025-06-05 07:00:00,593.032,593.191,592.485,593.022,77997
2025-06-05 08:00:00,592.405,596.313,591.898,593.927,1540271
2025-06-05 09:00:00,593.867,594.498,590.526,590.904,8011190
2025-06-05 10:00:00,590.904,594.175,590.615,593.892,14395383
2025-06-05 11:00:00,593.887,595.587,593.658,595.368,8140238
2025-06-05 12:00:00,595.348,595.537,590.874,591.371,9659760
2025-06-05 13:00:00,591.361,593.578,590.919,592.425,6908398
2025-06-05 14:00:00,592.445,592.723,589.681,591.848,9640568
2025-06-05 15:00:00,591.848,592.117,587.682,589.631,25728813
2025-06-05 16:00:00,589.611,611.458,552,588.826,10025170
2025-06-05 17:00:00,588.826,589.671,588.08,588.08,377321
2025-06-05 18:00:00,588.07,589.671,587.951,589.522,1296929
2025-06-05 19:00:00,589.533,589.959,589.145,589.442,73582
2025-06-05 20:00:00,589.671,589.671,589.671,589.671,1164139
2025-06-06 04:00:00,591.192,592.206,591.192,592.037,58427
2025-06-06 05:00:00,592.037,592.405,591.779,592.296,73703
2025-06-06 06:00:00,592.306,592.395,591.649,591.729,144330
